  -8.2841607403045192E-002 , -0.10922730975205996      ,  -1.4055162193884059     
  -8.7206332835942521E-002 , -0.11607092633297238      ,  -1.4390154160207465     
  -9.1940653134444356E-002 , -0.12365765934562042      ,  -1.4715692252495329     
  -9.7094086251199835E-002 , -0.13205858697379241      ,  -1.5031901861714951     
 -0.10271966583384909      , -0.14135388103936872      ,  -1.5338879470848021     
 -0.10887464030238506      , -0.15163362693479909      ,  -1.5636687959568636     
 -0.11562120037940823      , -0.16299874915218240      ,  -1.5925350824492224     
 -0.12302724417615955      , -0.17556204815543797      ,  -1.6204845074850700     
 -0.13116718865316043      , -0.18944935348678302      ,  -1.6475092509100253     
 -0.14012283589326585      , -0.20480079654347855      ,  -1.6735949011928251     
 -0.14998430207592525      , -0.22177220412095613      ,  -1.6987191431048856     
 -0.16085101622411316      , -0.24053661021224265      ,  -1.7228501496403903     
 -0.17283279457047959      , -0.26128587816708698      ,  -1.7459446127986760     
 -0.18605099456547666      , -0.28423241745479649      ,  -1.7679453339387490     
 -0.20063974986648947      , -0.30961096801097271      ,  -1.7887782779286696     
 -0.21674728374909091      , -0.33768040923149922      ,  -1.8083489759940496     
 -0.23453729279103480      , -0.36872552844249079      ,  -1.8265381398801772     
 -0.25419038475396810      , -0.40305865291836984      ,  -1.8431963247722092     
 -0.27590554346933899      , -0.44102100735061950      ,  -1.8581374508701045     
 -0.29990157808729251      , -0.48298360134076973      ,  -1.8711309647862944     
 -0.32641849277939761      , -0.52934737422733180      ,  -1.8818923943445549     
 -0.35571868396515349      , -0.58054222140589207      ,  -1.8900720279925154     
 -0.38808783289391136      , -0.63702439008184830      ,  -1.8952414396831105     
 -0.42383530888464488      , -0.69927155485276427      ,  -1.8968775925553421     
 -0.46329382899217281      , -0.76777465591343697      ,  -1.8943443067644616     
 -0.50681802905037987      , -0.84302529715431618      ,  -1.8868709934407475     
 -0.55478148437949293      , -0.92549715371837060      ,  -1.8735287745014220     
 -0.60757157175701304      ,  -1.0156194329342909      ,  -1.8532044783689210     
 -0.66558138505691622      ,  -1.1137399900366289      ,  -1.8245735942748098     
 -0.72919770682496809      ,  -1.2200752719673180      ,  -1.7860741722244480     
 -0.79878380653106118      ,  -1.3346439502795384      ,  -1.7358849777279917     
 -0.87465560702929557      ,  -1.4571810872302990      ,  -1.6719130584867923     
 -0.95704958073226454      ,  -1.5870302495753248      ,  -1.5917983318779219     
  -1.0460806881921321      ,  -1.7230125812135209      ,  -1.4929458376085283     
  -1.1416888851616189      ,  -1.8632750702635212      ,  -1.3725996873832000     
  -1.2435733913128060      ,  -2.0051258227717788      ,  -1.2279758630797761     
  -1.3511152868944238      ,  -2.1448727709136883      ,  -1.0564726319319071     
  -1.4632913677323738      ,  -2.2776941772885797      , -0.85597539484560148     
  -1.5785857805361838      ,  -2.3975837547905909      , -0.62526432012644473     
  -1.6949108045254879      ,  -2.4974273848575566      , -0.36451475792734711     
  -1.8095537996524933      ,  -2.5692764735824425      ,  -7.5849695660960378E-002
  -1.9191725903254782      ,  -2.6048758866348183      ,  0.23613863357077569     
  -2.0198642009001100      ,  -2.5964716205838618      ,  0.56402657179276205     
  -2.1073289083236566      ,  -2.5378579496666682      ,  0.89751669514108168     
  -2.1771401318726769      ,  -2.4255306144865298      ,   1.2238683016603851     
  -2.2251096892210014      ,  -2.2597162637016814      ,   1.5288832683244606     
  -2.2477102762999550      ,  -2.0449928726528888      ,   1.7983916999929499     
  -2.2424904772703051      ,  -1.7902487830377403      ,   2.0200076749572093     
  -2.2084032295513025      ,  -1.5078700378665784      ,   2.1847837968532522     
  -2.1459758786928926      ,  -1.2122636279022811      ,   2.2883613690537601     
  -2.0572806029509985      , -0.91803318283229962      ,   2.3313288198292890     
  -1.9457094228446330      , -0.63822852595809898      ,   2.3187292049323878     
  -1.8156022336312470      , -0.38304370838587193      ,   2.2589014879216873     
  -1.6718038609066241      , -0.15916894651986474      ,   2.1619972853325096     
  -1.5192297103000332      ,   3.0205210227679743E-002 ,   2.0385348003182155     
  -1.3625023065180344      ,  0.18489225949053043      ,   1.8982559491409630     
  -1.2056929912316521      ,  0.30695103449927108      ,   1.7494065303780018     
  -1.0521752600345680      ,  0.39987528397855576      ,   1.5984279180076111     
 -0.90457596271843466      ,  0.46787780974835008      ,   1.4499681382714982     
 -0.76480016924557737      ,  0.51534088583673543      ,   1.3070936955033012     
 -0.63410347953714397      ,  0.54644547035131996      ,   1.1715950391287393     
 -0.51318886991781321      ,  0.56495617190475300      ,   1.0443077288341998     
 -0.40231082167966564      ,  0.57412435662661465      ,  0.92540266958944573     
 -0.30137533924215332      ,  0.57667112882033489      ,  0.81462408452091084     
 -0.21002939817459090      ,  0.57481827554225340      ,  0.71147082240644255     
 -0.12773698413914197      ,  0.57034374319335279      ,  0.61532606383229038     
  -5.3841254210605524E-002 ,  0.56464610536172277      ,  0.52554458052365050     
   1.2386273202540885E-002 ,  0.55880869082233098      ,  0.44150748900285774     
   7.1707922484070583E-002 ,  0.55365841577265229      ,  0.36265350759626369     
  0.12489166081843481      ,  0.54981718343178976      ,  0.28849410683537846     
  0.17269073528522547      ,  0.54774537893667019      ,  0.21861822345147205     
  0.21582955878729890      ,  0.54777787246703713      ,  0.15269067098042077     
  0.25499447796243591      ,  0.55015334127076987      ,   9.0447128253361223E-002
  0.29082828274696149      ,  0.55503783727388356      ,   3.1687627880062137E-002
  0.32392752570104250      ,  0.56254349460987951      ,  -2.3730235715395689E-002
  0.35484190000273491      ,  0.57274317133944286      ,  -7.5897654880053220E-002
