t,t+1
1.24862249919683,1.32133317677031
1.32133317677031,1.38156891790635
1.38156891790635,1.42497450196239
1.42497450196239,1.44750891764205
1.44750891764205,1.44630952313804
1.44630952313804,1.42045704969922
1.42045704969922,1.37135416337044
1.37135416337044,1.30255464593457
1.30255464593457,1.21910877318013
1.21910877318013,1.12667802453442
1.12667802453442,1.0307100617601
1.0307100617601,0.935865323033293
0.935865323033293,0.845743840233668
0.845743840233668,0.76285784027664
0.76285784027664,0.688757228981259
0.688757228981259,0.624223184418568
0.624223184418568,0.569471914810643
0.569471914810643,0.52433727748943
0.52433727748943,0.488419996103048
0.488419996103048,0.461202259243479
0.461202259243479,0.442131720897056
0.442131720897056,0.430680701962768
0.430680701962768,0.426386415603825
0.426386415603825,0.428877325187881
0.428877325187881,0.437889820197279
0.437889820197279,0.453278497476433
0.453278497476433,0.475022537093961
0.475022537093961,0.503229950416905
0.503229950416905,0.538140777940865
0.538140777940865,0.580129483500251
0.580129483500251,0.629705584165709
0.629705584165709,0.687509557864838
0.687509557864838,0.754297610026953
0.754297610026953,0.83090293392519
0.83090293392519,0.918151328080276
0.918151328080276,1.01669428569492
1.01669428569492,1.12670379319989
1.12670379319989,1.24735763170594
1.24735763170594,1.37605557964928
1.37605557964928,1.50739653266502
1.50739653266502,1.63218550889216
1.63218550889216,1.73714062683815
1.73714062683815,1.80629401033282
1.80629401033282,1.82471010352276
1.82471010352276,1.78360401749677
1.78360401749677,1.68412802287282
1.68412802287282,1.53721927473697
1.53721927473697,1.35958916587176
1.35958916587176,1.16852974671377
1.16852974671377,0.978202021067609
0.978202021067609,0.798245696029997
0.798245696029997,0.634075771913831
0.634075771913831,0.487896959449399
0.487896959449399,0.359780320770787
0.359780320770787,0.248526333989479
0.248526333989479,0.152267377423233
0.152267377423233,0.06885357431267
0.06885357431267,-0.003916335890526
-0.003916335890526,-0.068166846869026
-0.068166846869026,-0.125882759065675
-0.125882759065675,-0.17888655393737
-0.17888655393737,-0.228840120657647
-0.228840120657647,-0.277260823777086
-0.277260823777086,-0.325545688074667
-0.325545688074667,-0.374999831697668
-0.374999831697668,-0.426866653364696
-0.426866653364696,-0.482357882854218
-0.482357882854218,-0.542681417161702
-0.542681417161702,-0.609063613954485
-0.609063613954485,-0.682759793545902
-0.682759793545902,-0.765041065373322
-0.765041065373322,-0.857135726347412
-0.857135726347412,-0.960087754636965
-0.960087754636965,-1.07447325576762
-1.07447325576762,-1.19989427154888
-1.19989427154888,-1.33417085939356
-1.33417085939356,-1.47223112301208
-1.47223112301208,-1.60494177593885
-1.60494177593885,-1.71857406226186
-1.71857406226186,-1.79604225999644
-1.79604225999644,-1.82078574351667
-1.82078574351667,-1.78249673435401
-1.78249673435401,-1.68165541172954
-1.68165541172954,-1.52968518167437
-1.52968518167437,-1.34458079295759
-1.34458079295759,-1.14505307541324
-1.14505307541324,-0.946341100721386
-0.946341100721386,-0.758688239901049
-0.758688239901049,-0.587726153446033
-0.587726153446033,-0.435636793584006
-0.435636793584006,-0.302350815560492
-0.302350815560492,-0.186486899356373
-0.186486899356373,-0.085993877103389
-0.085993877103389,0.001446526403393
0.001446526403393,0.078184074103746
0.078184074103746,0.146472826244025
0.146472826244025,0.208411427191435
0.208411427191435,0.265924238895405
0.265924238895405,0.320766570547475
0.320766570547475,0.37454358944893
0.37454358944893,0.428736376572421
0.428736376572421,0.484730805916454
0.484730805916454,0.54384591671891
0.54384591671891,0.607358322092332
0.607358322092332,0.676517753921768
0.676517753921768,0.752545548906754
0.752545548906754,0.836601872573287
0.836601872573287,0.929697752207883
0.929697752207883,1.03251418664607
1.03251418664607,1.14507527539228
1.14507527539228,1.26621603154235
1.26621603154235,1.39281532642968
1.39281532642968,1.51887956512649
1.51887956512649,1.63481380071579
1.63481380071579,1.72756247892189
1.72756247892189,1.78244618424073
1.78244618424073,1.78692713858672
1.78692713858672,1.73505477669543
1.73505477669543,1.63009453514296
1.63009453514296,1.48353913294313
1.48353913294313,1.31116330330224
1.31116330330224,1.12856744483177
1.12856744483177,0.948234114718374
0.948234114718374,0.778552638559333
0.778552638559333,0.624187511848754
0.624187511848754,0.486991211703986
0.486991211703986,0.366942924769958
0.366942924769958,0.262898988409113
0.262898988409113,0.173120496441657
0.173120496441657,0.095615149468727
0.095615149468727,0.028344721233529
0.028344721233529,-0.030657864354696
-0.030657864354696,-0.083229782191973
-0.083229782191973,-0.13105619867319
-0.13105619867319,-0.175670691434295
-0.175670691434295,-0.218469197419451
-0.218469197419451,-0.260731849597448
-0.260731849597448,-0.303649249023197
-0.303649249023197,-0.348351133261732
-0.348351133261732,-0.39593627576494
-0.39593627576494,-0.447502868447497
-0.447502868447497,-0.504178535022334
-0.504178535022334,-0.567148228563044
-0.567148228563044,-0.637676006587735
-0.637676006587735,-0.71711198614683
-0.71711198614683,-0.806866890750824
-0.806866890750824,-0.908320968572671
-0.908320968572671,-1.02260910255926
-1.02260910255926,-1.15019030885407
-1.15019030885407,-1.29008098125272
-1.29008098125272,-1.43865373958967
-1.43865373958967,-1.58808232001067
-1.58808232001067,-1.72498766577613
-1.72498766577613,-1.8305785245017
-1.8305785245017,-1.88392568719754
-1.88392568719754,-1.86865333966927
-1.86865333966927,-1.78007385564091
-1.78007385564091,-1.62779196190238
-1.62779196190238,-1.43165674187324
-1.43165674187324,-1.21422150138326
-1.21422150138326,-0.994569678391292
-0.994569678391292,-0.78571279020378
-0.78571279020378,-0.594828596431364
-0.594828596431364,-0.424723308331252
-0.424723308331252,-0.275393712043785
-0.275393712043785,-0.145240590356502
-0.145240590356502,-0.03187860825855
-0.03187860825855,0.0673712732698
0.0673712732698,0.155203854227289
0.155203854227289,0.234185768616729
0.234185768616729,0.306691502731783
0.306691502731783,0.374885363994669
0.374885363994669,0.440728505994923
0.440728505994923,0.505997939746898
0.505997939746898,0.572308674767114
0.572308674767114,0.641131810524638
0.641131810524638,0.713801038631277
0.713801038631277,0.791497702229249
0.791497702229249,0.875200202715422
0.875200202715422,0.965577356757798
0.965577356757798,1.0627988118748
1.0627988118748,1.16623362127874
1.16623362127874,1.27402156574535
1.27402156574535,1.38255001410351
1.38255001410351,1.48597351124051
1.48597351124051,1.57607016452855
1.57607016452855,1.64285475604717
1.64285475604717,1.67626736854728
1.67626736854728,1.6687439149532
1.6687439149532,1.61771202642863
1.61771202642863,1.52670360818106
1.52670360818106,1.40440410989835
1.40440410989835,1.26218304744388
1.26218304744388,1.11139466411019
1.11139466411019,0.961492478753424
0.961492478753424,0.81925364059042
0.81925364059042,0.68884680432359
0.68884680432359,0.572323262280071
0.572323262280071,0.470210360850592
0.470210360850592,0.382039658211894
0.382039658211894,0.306754010492731
0.306754010492731,0.242995277779679
0.242995277779679,0.189295302898667
0.189295302898667,0.144195642852848
0.144195642852848,0.106317593787511
0.106317593787511,0.074398743263067
0.074398743263067,0.047307614434035
0.047307614434035,0.024044400539905
0.024044400539905,0.003733226324455
0.003733226324455,-0.014390420253488
-0.014390420253488,-0.030994687806856
-0.030994687806856,-0.046667259309252
-0.046667259309252,-0.06193121667071
-0.06193121667071,-0.077260361922639
-0.077260361922639,-0.093093781111586
-0.093093781111586,-0.109849649217843
-0.109849649217843,-0.127938433554838
-0.127938433554838,-0.147775784552482
-0.147775784552482,-0.169795529316283
-0.169795529316283,-0.194463327227447
-0.194463327227447,-0.222291731709814
-0.222291731709814,-0.253857653554272
-0.253857653554272,-0.289823564022513
-0.289823564022513,-0.330964226873137
-0.330964226873137,-0.378201292330584
-0.378201292330584,-0.43264862016359
-0.43264862016359,-0.495671405076438
-0.495671405076438,-0.568961237884618
-0.568961237884618,-0.654625224938277
-0.654625224938277,-0.755275920334295
-0.755275920334295,-0.874081071034204
-0.874081071034204,-1.01467047566717
-1.01467047566717,-1.18067254985793
-1.18067254985793,-1.37443607449488
-1.37443607449488,-1.5942263882243
-1.5942263882243,-1.82922689852751
-1.82922689852751,-2.05311011089334
-2.05311011089334,-2.22115949317433
-2.22115949317433,-2.28048684967782
-2.28048684967782,-2.19640233811518
-2.19640233811518,-1.9759913870613
-1.9759913870613,-1.66357448969569
-1.66357448969569,-1.31339069790966
-1.31339069790966,-0.966874110231577
-0.966874110231577,-0.646722142672344
-0.646722142672344,-0.361233788963662
-0.361233788963662,-0.110451318527813
-0.110451318527813,0.109374309613275
0.109374309613275,0.303229281229675
0.303229281229675,0.476043488342516
0.476043488342516,0.632072033207128
0.632072033207128,0.7745920787184
0.7745920787184,0.905727250174479
0.905727250174479,1.02631927373143
1.02631927373143,1.13583836415014
1.13583836415014,1.23238030152661
1.23238030152661,1.31284012420085
1.31284012420085,1.3733594728443
1.3733594728443,1.4100849797397
1.4100849797397,1.4201377242532
1.4201377242532,1.40253101987747
1.40253101987747,1.35870151456388
1.35870151456388,1.29243044954475
1.29243044954475,1.20918902253476
1.20918902253476,1.1151782196513
1.1151782196513,1.01640231622616
1.01640231622616,0.918012077274083
0.918012077274083,0.823986601935927
0.823986601935927,0.737096836878131
0.737096836878131,0.659044694535699
0.659044694535699,0.590679724959148
0.590679724959148,0.53222653297391
0.53222653297391,0.483487344945234
0.483487344945234,0.444006240229912
0.444006240229912,0.413194165889362
0.413194165889362,0.39041965274659
0.39041965274659,0.375071983721746
0.375071983721746,0.366603444290273
0.366603444290273,0.364556385561691
0.364556385561691,0.368579748129212
0.368579748129212,0.37843868912651
0.37843868912651,0.394020113511495
0.394020113511495,0.41533623993305
0.41533623993305,0.442527798488428
0.442527798488428,0.475868000211712
0.475868000211712,0.515767933715253
0.515767933715253,0.562783355821083
0.562783355821083,0.617621633600256
0.617621633600256,0.681145299985965
0.681145299985965,0.754364327178857
0.754364327178857,0.838401218278443
0.838401218278443,0.934399107474121
0.934399107474121,1.04332089335501
1.04332089335501,1.16555726980776
1.16555726980776,1.30023412204359
1.30023412204359,1.44412342006285
1.44412342006285,1.59020483343884
1.59020483343884,1.72632419440161
1.72632419440161,1.83505496357669
1.83505496357669,1.89629100470088
1.89629100470088,1.89313930197311
1.89313930197311,1.81886120445011
1.81886120445011,1.68031630603889
1.68031630603889,1.49519471049294
1.49519471049294,1.28518153168706
1.28518153168706,1.0696200717633
1.0696200717633,0.862345379847331
0.862345379847331,0.67144427671056
0.67144427671056,0.500479776717491
0.500479776717491,0.349995137497568
0.349995137497568,0.218752783873498
0.218752783873498,0.104592083096124
0.104592083096124,0.004965904227372
0.004965904227372,-0.08274806531919
-0.08274806531919,-0.161080343696065
-0.161080343696065,-0.232390598178931
-0.232390598178931,-0.298840306696475
-0.298840306696475,-0.362394717139299
-0.362394717139299,-0.424840237151015
-0.424840237151015,-0.48780829913564
-0.48780829913564,-0.552799154602219
-0.552799154602219,-0.621199551694458
-0.621199551694458,-0.694286974495923
-0.694286974495923,-0.773209875702122
-0.773209875702122,-0.858927806491419
-0.858927806491419,-0.952087640365811
-0.952087640365811,-1.05280394867059
-1.05280394867059,-1.1603089076654
-1.1603089076654,-1.27245378026664
-1.27245378026664,-1.3851044769537
-1.3851044769537,-1.49160465479307
-1.49160465479307,-1.58267246096752
-1.58267246096752,-1.64723450870104
-1.64723450870104,-1.67452610891043
-1.67452610891043,-1.65709832056394
-1.65709832056394,-1.59346758684257
-1.59346758684257,-1.4889077483733
-1.4889077483733,-1.35386821987187
-1.35386821987187,-1.20095929964987
-1.20095929964987,-1.04205790194865
-1.04205790194865,-0.886544478040304
-0.886544478040304,-0.740777786434037
-0.740777786434037,-0.608386263048694
-0.608386263048694,-0.490898306248288
-0.490898306248288,-0.388398515180808
-0.388398515180808,-0.300070616875275
-0.300070616875275,-0.224595872346758
-0.224595872346758,-0.160423797474734
-0.160423797474734,-0.105945356379494
-0.105945356379494,-0.05959708022728
-0.05959708022728,-0.019918390241113
-0.019918390241113,0.014421835044073
0.014421835044073,0.044618378336607
0.044618378336607,0.071735020406288
0.071735020406288,0.096717134923022
0.096717134923022,0.120408303147067
0.120408303147067,0.143568895654231
0.143568895654231,0.166895394133199
0.166895394133199,0.191039814238551
0.191039814238551,0.216629024567535
0.216629024567535,0.244284097459671
0.244284097459671,0.274640120127819
0.274640120127819,0.30836717454586
0.30836717454586,0.346193484376815
0.346193484376815,0.38893202781171
0.38893202781171,0.437512179013922
0.437512179013922,0.493018013214898
0.493018013214898,0.556734404731036
0.556734404731036,0.630200090940962
0.630200090940962,0.715261616126352
0.715261616126352,0.814109775274389
0.814109775274389,0.929253822807737
0.929253822807737,1.0633365412165
1.0633365412165,1.21860050627452
1.21860050627452,1.39568109906031
1.39568109906031,1.59129753897841
1.59129753897841,1.79462934907945
1.79462934907945,1.98334101189672
1.98334101189672,2.12279883038649
2.12279883038649,2.17397031309492
2.17397031309492,2.11083813247932
2.11083813247932,1.93600334122149
1.93600334122149,1.67958052641155
1.67958052641155,1.38254337046703
1.38254337046703,1.07996910735105
1.07996910735105,0.794081012283829
0.794081012283829,0.535376912510091
0.535376912510091,0.306544681199635
0.306544681199635,0.105998423067623
0.105998423067623,-0.069786598887956
-0.069786598887956,-0.224951279644301
-0.224951279644301,-0.363570957106403
-0.363570957106403,-0.489327333739698
-0.489327333739698,-0.605356191332167
-0.605356191332167,-0.714169798078255
-0.714169798078255,-0.81759839193592
-0.81759839193592,-0.916721898382047
-0.916721898382047,-1.01178211334817
-1.01178211334817,-1.10208483166542
-1.10208483166542,-1.18592524633919
-1.18592524633919,-1.26059719187138
-1.26059719187138,-1.3225668178124
-1.3225668178124,-1.3678824854847
-1.3678824854847,-1.39283161637009
-1.39283161637009,-1.39474118686453
-1.39474118686453,-1.37269958475337
-1.37269958475337,-1.32793996863665
-1.32793996863665,-1.26372696355509
-1.26372696355509,-1.18478854768937
-1.18478854768937,-1.09650997004743
-1.09650997004743,-1.00415491179851
-1.00415491179851,-0.912300895411863
-0.912300895411863,-0.824549026879519
-0.824549026879519,-0.743469122189516
-0.743469122189516,-0.670698727869267
-0.670698727869267,-0.60711661483006
-0.60711661483006,-0.55303368854038
-0.55303368854038,-0.508368725895146
-0.508368725895146,-0.472794833013616
-0.472794833013616,-0.445853786619925
-0.445853786619925,-0.427041107873816
-0.427041107873816,-0.415866914127938
-0.415866914127938,-0.41189792577755
-0.41189792577755,-0.414785491281066
