t-19,t-18,t-17,t-16,t-15,t-14,t-13,t-12,t-11,t-10,t-9,t-8,t-7,t-6,t-5,t-4,t-3,t-2,t-1,t,t+1
0.360417678199132,0.310344132642015,0.265622051130389,0.225848635958896,0.190605544275819,0.159472371676442,0.13203682557043,0.10790211332077,0.086692033836265,0.068054210937277,0.051661851194624,0.037214353434201,0.024437044772602,0.013080270477467,0.0029180227756,-0.00625374295186,-0.01461898757793,-0.022343572811742,-0.029577282733232,-0.036455832403968,-0.043102828652241
0.310344132642015,0.265622051130389,0.225848635958896,0.190605544275819,0.159472371676442,0.13203682557043,0.10790211332077,0.086692033836265,0.068054210937277,0.051661851194624,0.037214353434201,0.024437044772602,0.013080270477467,0.0029180227756,-0.00625374295186,-0.01461898757793,-0.022343572811742,-0.029577282733232,-0.036455832403968,-0.043102828652241,-0.049631660204093
0.265622051130389,0.225848635958896,0.190605544275819,0.159472371676442,0.13203682557043,0.10790211332077,0.086692033836265,0.068054210937277,0.051661851194624,0.037214353434201,0.024437044772602,0.013080270477467,0.0029180227756,-0.00625374295186,-0.01461898757793,-0.022343572811742,-0.029577282733232,-0.036455832403968,-0.043102828652241,-0.049631660204093,-0.056147303935506
0.225848635958896,0.190605544275819,0.159472371676442,0.13203682557043,0.10790211332077,0.086692033836265,0.068054210937277,0.051661851194624,0.037214353434201,0.024437044772602,0.013080270477467,0.0029180227756,-0.00625374295186,-0.01461898757793,-0.022343572811742,-0.029577282733232,-0.036455832403968,-0.043102828652241,-0.049631660204093,-0.056147303935506,-0.06274804154275
0.190605544275819,0.159472371676442,0.13203682557043,0.10790211332077,0.086692033836265,0.068054210937277,0.051661851194624,0.037214353434201,0.024437044772602,0.013080270477467,0.0029180227756,-0.00625374295186,-0.01461898757793,-0.022343572811742,-0.029577282733232,-0.036455832403968,-0.043102828652241,-0.049631660204093,-0.056147303935506,-0.06274804154275,-0.069527086711716
0.159472371676442,0.13203682557043,0.10790211332077,0.086692033836265,0.068054210937277,0.051661851194624,0.037214353434201,0.024437044772602,0.013080270477467,0.0029180227756,-0.00625374295186,-0.01461898757793,-0.022343572811742,-0.029577282733232,-0.036455832403968,-0.043102828652241,-0.049631660204093,-0.056147303935506,-0.06274804154275,-0.069527086711716,-0.076574127211333
0.13203682557043,0.10790211332077,0.086692033836265,0.068054210937277,0.051661851194624,0.037214353434201,0.024437044772602,0.013080270477467,0.0029180227756,-0.00625374295186,-0.01461898757793,-0.022343572811742,-0.029577282733232,-0.036455832403968,-0.043102828652241,-0.049631660204093,-0.056147303935506,-0.06274804154275,-0.069527086711716,-0.076574127211333,-0.083976789495207
0.10790211332077,0.086692033836265,0.068054210937277,0.051661851194624,0.037214353434201,0.024437044772602,0.013080270477467,0.0029180227756,-0.00625374295186,-0.01461898757793,-0.022343572811742,-0.029577282733232,-0.036455832403968,-0.043102828652241,-0.049631660204093,-0.056147303935506,-0.06274804154275,-0.069527086711716,-0.076574127211333,-0.083976789495207,-0.091822035580177
0.086692033836265,0.068054210937277,0.051661851194624,0.037214353434201,0.024437044772602,0.013080270477467,0.0029180227756,-0.00625374295186,-0.01461898757793,-0.022343572811742,-0.029577282733232,-0.036455832403968,-0.043102828652241,-0.049631660204093,-0.056147303935506,-0.06274804154275,-0.069527086711716,-0.076574127211333,-0.083976789495207,-0.091822035580177,-0.100197503349509
0.068054210937277,0.051661851194624,0.037214353434201,0.024437044772602,0.013080270477467,0.0029180227756,-0.00625374295186,-0.01461898757793,-0.022343572811742,-0.029577282733232,-0.036455832403968,-0.043102828652241,-0.049631660204093,-0.056147303935506,-0.06274804154275,-0.069527086711716,-0.076574127211333,-0.083976789495207,-0.091822035580177,-0.100197503349509,-0.109192802129413
0.051661851194624,0.037214353434201,0.024437044772602,0.013080270477467,0.0029180227756,-0.00625374295186,-0.01461898757793,-0.022343572811742,-0.029577282733232,-0.036455832403968,-0.043102828652241,-0.049631660204093,-0.056147303935506,-0.06274804154275,-0.069527086711716,-0.076574127211333,-0.083976789495207,-0.091822035580177,-0.100197503349509,-0.109192802129413,-0.118900775496723
0.037214353434201,0.024437044772602,0.013080270477467,0.0029180227756,-0.00625374295186,-0.01461898757793,-0.022343572811742,-0.029577282733232,-0.036455832403968,-0.043102828652241,-0.049631660204093,-0.056147303935506,-0.06274804154275,-0.069527086711716,-0.076574127211333,-0.083976789495207,-0.091822035580177,-0.100197503349509,-0.109192802129413,-0.118900775496723,-0.12941874283698
0.024437044772602,0.013080270477467,0.0029180227756,-0.00625374295186,-0.01461898757793,-0.022343572811742,-0.029577282733232,-0.036455832403968,-0.043102828652241,-0.049631660204093,-0.056147303935506,-0.06274804154275,-0.069527086711716,-0.076574127211333,-0.083976789495207,-0.091822035580177,-0.100197503349509,-0.109192802129413,-0.118900775496723,-0.12941874283698,-0.140849730184627
0.013080270477467,0.0029180227756,-0.00625374295186,-0.01461898757793,-0.022343572811742,-0.029577282733232,-0.036455832403968,-0.043102828652241,-0.049631660204093,-0.056147303935506,-0.06274804154275,-0.069527086711716,-0.076574127211333,-0.083976789495207,-0.091822035580177,-0.100197503349509,-0.109192802129413,-0.118900775496723,-0.12941874283698,-0.140849730184627,-0.153303699289799
0.0029180227756,-0.00625374295186,-0.01461898757793,-0.022343572811742,-0.029577282733232,-0.036455832403968,-0.043102828652241,-0.049631660204093,-0.056147303935506,-0.06274804154275,-0.069527086711716,-0.076574127211333,-0.083976789495207,-0.091822035580177,-0.100197503349509,-0.109192802129413,-0.118900775496723,-0.12941874283698,-0.140849730184627,-0.153303699289799,-0.166898781561134
-0.00625374295186,-0.01461898757793,-0.022343572811742,-0.029577282733232,-0.036455832403968,-0.043102828652241,-0.049631660204093,-0.056147303935506,-0.06274804154275,-0.069527086711716,-0.076574127211333,-0.083976789495207,-0.091822035580177,-0.100197503349509,-0.109192802129413,-0.118900775496723,-0.12941874283698,-0.140849730184627,-0.153303699289799,-0.166898781561134,-0.181762520355392
-0.01461898757793,-0.022343572811742,-0.029577282733232,-0.036455832403968,-0.043102828652241,-0.049631660204093,-0.056147303935506,-0.06274804154275,-0.069527086711716,-0.076574127211333,-0.083976789495207,-0.091822035580177,-0.100197503349509,-0.109192802129413,-0.118900775496723,-0.12941874283698,-0.140849730184627,-0.153303699289799,-0.166898781561134,-0.181762520355392,-0.198033120763634
-0.022343572811742,-0.029577282733232,-0.036455832403968,-0.043102828652241,-0.049631660204093,-0.056147303935506,-0.06274804154275,-0.069527086711716,-0.076574127211333,-0.083976789495207,-0.091822035580177,-0.100197503349509,-0.109192802129413,-0.118900775496723,-0.12941874283698,-0.140849730184627,-0.153303699289799,-0.166898781561134,-0.181762520355392,-0.198033120763634,-0.215860700219669
-0.029577282733232,-0.036455832403968,-0.043102828652241,-0.049631660204093,-0.056147303935506,-0.06274804154275,-0.069527086711716,-0.076574127211333,-0.083976789495207,-0.091822035580177,-0.100197503349509,-0.109192802129413,-0.118900775496723,-0.12941874283698,-0.140849730184627,-0.153303699289799,-0.166898781561134,-0.181762520355392,-0.198033120763634,-0.215860700219669,-0.235408525440896
-0.036455832403968,-0.043102828652241,-0.049631660204093,-0.056147303935506,-0.06274804154275,-0.069527086711716,-0.076574127211333,-0.083976789495207,-0.091822035580177,-0.100197503349509,-0.109192802129413,-0.118900775496723,-0.12941874283698,-0.140849730184627,-0.153303699289799,-0.166898781561134,-0.181762520355392,-0.198033120763634,-0.215860700219669,-0.235408525440896,-0.256854210757647
-0.043102828652241,-0.049631660204093,-0.056147303935506,-0.06274804154275,-0.069527086711716,-0.076574127211333,-0.083976789495207,-0.091822035580177,-0.100197503349509,-0.109192802129413,-0.118900775496723,-0.12941874283698,-0.140849730184627,-0.153303699289799,-0.166898781561134,-0.181762520355392,-0.198033120763634,-0.215860700219669,-0.235408525440896,-0.256854210757647,-0.280390838951148
-0.049631660204093,-0.056147303935506,-0.06274804154275,-0.069527086711716,-0.076574127211333,-0.083976789495207,-0.091822035580177,-0.100197503349509,-0.109192802129413,-0.118900775496723,-0.12941874283698,-0.140849730184627,-0.153303699289799,-0.166898781561134,-0.181762520355392,-0.198033120763634,-0.215860700219669,-0.235408525440896,-0.256854210757647,-0.280390838951148,-0.306227947221
-0.056147303935506,-0.06274804154275,-0.069527086711716,-0.076574127211333,-0.083976789495207,-0.091822035580177,-0.100197503349509,-0.109192802129413,-0.118900775496723,-0.12941874283698,-0.140849730184627,-0.153303699289799,-0.166898781561134,-0.181762520355392,-0.198033120763634,-0.215860700219669,-0.235408525440896,-0.256854210757647,-0.280390838951148,-0.306227947221,-0.334592296477357
-0.06274804154275,-0.069527086711716,-0.076574127211333,-0.083976789495207,-0.091822035580177,-0.100197503349509,-0.109192802129413,-0.118900775496723,-0.12941874283698,-0.140849730184627,-0.153303699289799,-0.166898781561134,-0.181762520355392,-0.198033120763634,-0.215860700219669,-0.235408525440896,-0.256854210757647,-0.280390838951148,-0.306227947221,-0.334592296477357,-0.365728310120078
-0.069527086711716,-0.076574127211333,-0.083976789495207,-0.091822035580177,-0.100197503349509,-0.109192802129413,-0.118900775496723,-0.12941874283698,-0.140849730184627,-0.153303699289799,-0.166898781561134,-0.181762520355392,-0.198033120763634,-0.215860700219669,-0.235408525440896,-0.256854210757647,-0.280390838951148,-0.306227947221,-0.334592296477357,-0.365728310120078,-0.39989802681326
-0.076574127211333,-0.083976789495207,-0.091822035580177,-0.100197503349509,-0.109192802129413,-0.118900775496723,-0.12941874283698,-0.140849730184627,-0.153303699289799,-0.166898781561134,-0.181762520355392,-0.198033120763634,-0.215860700219669,-0.235408525440896,-0.256854210757647,-0.280390838951148,-0.306227947221,-0.334592296477357,-0.365728310120078,-0.39989802681326,-0.437380358175245
-0.083976789495207,-0.091822035580177,-0.100197503349509,-0.109192802129413,-0.118900775496723,-0.12941874283698,-0.140849730184627,-0.153303699289799,-0.166898781561134,-0.181762520355392,-0.198033120763634,-0.215860700219669,-0.235408525440896,-0.256854210757647,-0.280390838951148,-0.306227947221,-0.334592296477357,-0.365728310120078,-0.39989802681326,-0.437380358175245,-0.478469374293158
-0.091822035580177,-0.100197503349509,-0.109192802129413,-0.118900775496723,-0.12941874283698,-0.140849730184627,-0.153303699289799,-0.166898781561134,-0.181762520355392,-0.198033120763634,-0.215860700219669,-0.235408525440896,-0.256854210757647,-0.280390838951148,-0.306227947221,-0.334592296477357,-0.365728310120078,-0.39989802681326,-0.437380358175245,-0.478469374293158,-0.523471255162429
-0.100197503349509,-0.109192802129413,-0.118900775496723,-0.12941874283698,-0.140849730184627,-0.153303699289799,-0.166898781561134,-0.181762520355392,-0.198033120763634,-0.215860700219669,-0.235408525440896,-0.256854210757647,-0.280390838951148,-0.306227947221,-0.334592296477357,-0.365728310120078,-0.39989802681326,-0.437380358175245,-0.478469374293158,-0.523471255162429,-0.572699442845239
-0.109192802129413,-0.118900775496723,-0.12941874283698,-0.140849730184627,-0.153303699289799,-0.166898781561134,-0.181762520355392,-0.198033120763634,-0.215860700219669,-0.235408525440896,-0.256854210757647,-0.280390838951148,-0.306227947221,-0.334592296477357,-0.365728310120078,-0.39989802681326,-0.437380358175245,-0.478469374293158,-0.523471255162429,-0.572699442845239,-0.626467407306516
-0.118900775496723,-0.12941874283698,-0.140849730184627,-0.153303699289799,-0.166898781561134,-0.181762520355392,-0.198033120763634,-0.215860700219669,-0.235408525440896,-0.256854210757647,-0.280390838951148,-0.306227947221,-0.334592296477357,-0.365728310120078,-0.39989802681326,-0.437380358175245,-0.478469374293158,-0.523471255162429,-0.572699442845239,-0.626467407306516,-0.685078301809722
-0.12941874283698,-0.140849730184627,-0.153303699289799,-0.166898781561134,-0.181762520355392,-0.198033120763634,-0.215860700219669,-0.235408525440896,-0.256854210757647,-0.280390838951148,-0.306227947221,-0.334592296477357,-0.365728310120078,-0.39989802681326,-0.437380358175245,-0.478469374293158,-0.523471255162429,-0.572699442845239,-0.626467407306516,-0.685078301809722,-0.748810640624429
-0.140849730184627,-0.153303699289799,-0.166898781561134,-0.181762520355392,-0.198033120763634,-0.215860700219669,-0.235408525440896,-0.256854210757647,-0.280390838951148,-0.306227947221,-0.334592296477357,-0.365728310120078,-0.39989802681326,-0.437380358175245,-0.478469374293158,-0.523471255162429,-0.572699442845239,-0.626467407306516,-0.685078301809722,-0.748810640624429,-0.817899001503842
-0.153303699289799,-0.166898781561134,-0.181762520355392,-0.198033120763634,-0.215860700219669,-0.235408525440896,-0.256854210757647,-0.280390838951148,-0.306227947221,-0.334592296477357,-0.365728310120078,-0.39989802681326,-0.437380358175245,-0.478469374293158,-0.523471255162429,-0.572699442845239,-0.626467407306516,-0.685078301809722,-0.748810640624429,-0.817899001503842,-0.892508671745255
-0.166898781561134,-0.181762520355392,-0.198033120763634,-0.215860700219669,-0.235408525440896,-0.256854210757647,-0.280390838951148,-0.306227947221,-0.334592296477357,-0.365728310120078,-0.39989802681326,-0.437380358175245,-0.478469374293158,-0.523471255162429,-0.572699442845239,-0.626467407306516,-0.685078301809722,-0.748810640624429,-0.817899001503842,-0.892508671745255,-0.972703174858816
-0.181762520355392,-0.198033120763634,-0.215860700219669,-0.235408525440896,-0.256854210757647,-0.280390838951148,-0.306227947221,-0.334592296477357,-0.365728310120078,-0.39989802681326,-0.437380358175245,-0.478469374293158,-0.523471255162429,-0.572699442845239,-0.626467407306516,-0.685078301809722,-0.748810640624429,-0.817899001503842,-0.892508671745255,-0.972703174858816,-1.05840381830117
-0.198033120763634,-0.215860700219669,-0.235408525440896,-0.256854210757647,-0.280390838951148,-0.306227947221,-0.334592296477357,-0.365728310120078,-0.39989802681326,-0.437380358175245,-0.478469374293158,-0.523471255162429,-0.572699442845239,-0.626467407306516,-0.685078301809722,-0.748810640624429,-0.817899001503842,-0.892508671745255,-0.972703174858816,-1.05840381830117,-1.1493409073794
-0.215860700219669,-0.235408525440896,-0.256854210757647,-0.280390838951148,-0.306227947221,-0.334592296477357,-0.365728310120078,-0.39989802681326,-0.437380358175245,-0.478469374293158,-0.523471255162429,-0.572699442845239,-0.626467407306516,-0.685078301809722,-0.748810640624429,-0.817899001503842,-0.892508671745255,-0.972703174858816,-1.05840381830117,-1.1493409073794,-1.24499722202688
-0.235408525440896,-0.256854210757647,-0.280390838951148,-0.306227947221,-0.334592296477357,-0.365728310120078,-0.39989802681326,-0.437380358175245,-0.478469374293158,-0.523471255162429,-0.572699442845239,-0.626467407306516,-0.685078301809722,-0.748810640624429,-0.817899001503842,-0.892508671745255,-0.972703174858816,-1.05840381830117,-1.1493409073794,-1.24499722202688,-1.34454590823301
-0.256854210757647,-0.280390838951148,-0.306227947221,-0.334592296477357,-0.365728310120078,-0.39989802681326,-0.437380358175245,-0.478469374293158,-0.523471255162429,-0.572699442845239,-0.626467407306516,-0.685078301809722,-0.748810640624429,-0.817899001503842,-0.892508671745255,-0.972703174858816,-1.05840381830117,-1.1493409073794,-1.24499722202688,-1.34454590823301,-1.44678721489227
-0.280390838951148,-0.306227947221,-0.334592296477357,-0.365728310120078,-0.39989802681326,-0.437380358175245,-0.478469374293158,-0.523471255162429,-0.572699442845239,-0.626467407306516,-0.685078301809722,-0.748810640624429,-0.817899001503842,-0.892508671745255,-0.972703174858816,-1.05840381830117,-1.1493409073794,-1.24499722202688,-1.34454590823301,-1.44678721489227,-1.55009150685709
-0.306227947221,-0.334592296477357,-0.365728310120078,-0.39989802681326,-0.437380358175245,-0.478469374293158,-0.523471255162429,-0.572699442845239,-0.626467407306516,-0.685078301809722,-0.748810640624429,-0.817899001503842,-0.892508671745255,-0.972703174858816,-1.05840381830117,-1.1493409073794,-1.24499722202688,-1.34454590823301,-1.44678721489227,-1.55009150685709,-1.65235944886532
-0.334592296477357,-0.365728310120078,-0.39989802681326,-0.437380358175245,-0.478469374293158,-0.523471255162429,-0.572699442845239,-0.626467407306516,-0.685078301809722,-0.748810640624429,-0.817899001503842,-0.892508671745255,-0.972703174858816,-1.05840381830117,-1.1493409073794,-1.24499722202688,-1.34454590823301,-1.44678721489227,-1.55009150685709,-1.65235944886532,-1.75101351818775
-0.365728310120078,-0.39989802681326,-0.437380358175245,-0.478469374293158,-0.523471255162429,-0.572699442845239,-0.626467407306516,-0.685078301809722,-0.748810640624429,-0.817899001503842,-0.892508671745255,-0.972703174858816,-1.05840381830117,-1.1493409073794,-1.24499722202688,-1.34454590823301,-1.44678721489227,-1.55009150685709,-1.65235944886532,-1.75101351818775,-1.84303688781798
-0.39989802681326,-0.437380358175245,-0.478469374293158,-0.523471255162429,-0.572699442845239,-0.626467407306516,-0.685078301809722,-0.748810640624429,-0.817899001503842,-0.892508671745255,-0.972703174858816,-1.05840381830117,-1.1493409073794,-1.24499722202688,-1.34454590823301,-1.44678721489227,-1.55009150685709,-1.65235944886532,-1.75101351818775,-1.84303688781798,-1.92507460165515
-0.437380358175245,-0.478469374293158,-0.523471255162429,-0.572699442845239,-0.626467407306516,-0.685078301809722,-0.748810640624429,-0.817899001503842,-0.892508671745255,-0.972703174858816,-1.05840381830117,-1.1493409073794,-1.24499722202688,-1.34454590823301,-1.44678721489227,-1.55009150685709,-1.65235944886532,-1.75101351818775,-1.84303688781798,-1.92507460165515,-1.99360616361307
-0.478469374293158,-0.523471255162429,-0.572699442845239,-0.626467407306516,-0.685078301809722,-0.748810640624429,-0.817899001503842,-0.892508671745255,-0.972703174858816,-1.05840381830117,-1.1493409073794,-1.24499722202688,-1.34454590823301,-1.44678721489227,-1.55009150685709,-1.65235944886532,-1.75101351818775,-1.84303688781798,-1.92507460165515,-1.99360616361307,-2.04518726687113
-0.523471255162429,-0.572699442845239,-0.626467407306516,-0.685078301809722,-0.748810640624429,-0.817899001503842,-0.892508671745255,-0.972703174858816,-1.05840381830117,-1.1493409073794,-1.24499722202688,-1.34454590823301,-1.44678721489227,-1.55009150685709,-1.65235944886532,-1.75101351818775,-1.84303688781798,-1.92507460165515,-1.99360616361307,-2.04518726687113,-2.07674229006019
-0.572699442845239,-0.626467407306516,-0.685078301809722,-0.748810640624429,-0.817899001503842,-0.892508671745255,-0.972703174858816,-1.05840381830117,-1.1493409073794,-1.24499722202688,-1.34454590823301,-1.44678721489227,-1.55009150685709,-1.65235944886532,-1.75101351818775,-1.84303688781798,-1.92507460165515,-1.99360616361307,-2.04518726687113,-2.07674229006019,-2.08587184340235
-0.626467407306516,-0.685078301809722,-0.748810640624429,-0.817899001503842,-0.892508671745255,-0.972703174858816,-1.05840381830117,-1.1493409073794,-1.24499722202688,-1.34454590823301,-1.44678721489227,-1.55009150685709,-1.65235944886532,-1.75101351818775,-1.84303688781798,-1.92507460165515,-1.99360616361307,-2.04518726687113,-2.07674229006019,-2.08587184340235,-2.07112676706621
-0.685078301809722,-0.748810640624429,-0.817899001503842,-0.892508671745255,-0.972703174858816,-1.05840381830117,-1.1493409073794,-1.24499722202688,-1.34454590823301,-1.44678721489227,-1.55009150685709,-1.65235944886532,-1.75101351818775,-1.84303688781798,-1.92507460165515,-1.99360616361307,-2.04518726687113,-2.07674229006019,-2.08587184340235,-2.07112676706621,-2.03219762780253
-0.748810640624429,-0.817899001503842,-0.892508671745255,-0.972703174858816,-1.05840381830117,-1.1493409073794,-1.24499722202688,-1.34454590823301,-1.44678721489227,-1.55009150685709,-1.65235944886532,-1.75101351818775,-1.84303688781798,-1.92507460165515,-1.99360616361307,-2.04518726687113,-2.07674229006019,-2.08587184340235,-2.07112676706621,-2.03219762780253,-1.96998034472112
-0.817899001503842,-0.892508671745255,-0.972703174858816,-1.05840381830117,-1.1493409073794,-1.24499722202688,-1.34454590823301,-1.44678721489227,-1.55009150685709,-1.65235944886532,-1.75101351818775,-1.84303688781798,-1.92507460165515,-1.99360616361307,-2.04518726687113,-2.07674229006019,-2.08587184340235,-2.07112676706621,-2.03219762780253,-1.96998034472112,-1.88650237899
-0.892508671745255,-0.972703174858816,-1.05840381830117,-1.1493409073794,-1.24499722202688,-1.34454590823301,-1.44678721489227,-1.55009150685709,-1.65235944886532,-1.75101351818775,-1.84303688781798,-1.92507460165515,-1.99360616361307,-2.04518726687113,-2.07674229006019,-2.08587184340235,-2.07112676706621,-2.03219762780253,-1.96998034472112,-1.88650237899,-1.78472296256702
-0.972703174858816,-1.05840381830117,-1.1493409073794,-1.24499722202688,-1.34454590823301,-1.44678721489227,-1.55009150685709,-1.65235944886532,-1.75101351818775,-1.84303688781798,-1.92507460165515,-1.99360616361307,-2.04518726687113,-2.07674229006019,-2.08587184340235,-2.07112676706621,-2.03219762780253,-1.96998034472112,-1.88650237899,-1.78472296256702,-1.66824570765313
-1.05840381830117,-1.1493409073794,-1.24499722202688,-1.34454590823301,-1.44678721489227,-1.55009150685709,-1.65235944886532,-1.75101351818775,-1.84303688781798,-1.92507460165515,-1.99360616361307,-2.04518726687113,-2.07674229006019,-2.08587184340235,-2.07112676706621,-2.03219762780253,-1.96998034472112,-1.88650237899,-1.78472296256702,-1.66824570765313,-1.54099510076842
-1.1493409073794,-1.24499722202688,-1.34454590823301,-1.44678721489227,-1.55009150685709,-1.65235944886532,-1.75101351818775,-1.84303688781798,-1.92507460165515,-1.99360616361307,-2.04518726687113,-2.07674229006019,-2.08587184340235,-2.07112676706621,-2.03219762780253,-1.96998034472112,-1.88650237899,-1.78472296256702,-1.66824570765313,-1.54099510076842,-1.40690736989075
-1.24499722202688,-1.34454590823301,-1.44678721489227,-1.55009150685709,-1.65235944886532,-1.75101351818775,-1.84303688781798,-1.92507460165515,-1.99360616361307,-2.04518726687113,-2.07674229006019,-2.08587184340235,-2.07112676706621,-2.03219762780253,-1.96998034472112,-1.88650237899,-1.78472296256702,-1.66824570765313,-1.54099510076842,-1.40690736989075,-1.26967390603917
-1.34454590823301,-1.44678721489227,-1.55009150685709,-1.65235944886532,-1.75101351818775,-1.84303688781798,-1.92507460165515,-1.99360616361307,-2.04518726687113,-2.07674229006019,-2.08587184340235,-2.07112676706621,-2.03219762780253,-1.96998034472112,-1.88650237899,-1.78472296256702,-1.66824570765313,-1.54099510076842,-1.40690736989075,-1.26967390603917,-1.13255779276251
-1.44678721489227,-1.55009150685709,-1.65235944886532,-1.75101351818775,-1.84303688781798,-1.92507460165515,-1.99360616361307,-2.04518726687113,-2.07674229006019,-2.08587184340235,-2.07112676706621,-2.03219762780253,-1.96998034472112,-1.88650237899,-1.78472296256702,-1.66824570765313,-1.54099510076842,-1.40690736989075,-1.26967390603917,-1.13255779276251,-0.9982870333618
-1.55009150685709,-1.65235944886532,-1.75101351818775,-1.84303688781798,-1.92507460165515,-1.99360616361307,-2.04518726687113,-2.07674229006019,-2.08587184340235,-2.07112676706621,-2.03219762780253,-1.96998034472112,-1.88650237899,-1.78472296256702,-1.66824570765313,-1.54099510076842,-1.40690736989075,-1.26967390603917,-1.13255779276251,-0.9982870333618,-0.869015639014653
-1.65235944886532,-1.75101351818775,-1.84303688781798,-1.92507460165515,-1.99360616361307,-2.04518726687113,-2.07674229006019,-2.08587184340235,-2.07112676706621,-2.03219762780253,-1.96998034472112,-1.88650237899,-1.78472296256702,-1.66824570765313,-1.54099510076842,-1.40690736989075,-1.26967390603917,-1.13255779276251,-0.9982870333618,-0.869015639014653,-0.746337079257407
-1.75101351818775,-1.84303688781798,-1.92507460165515,-1.99360616361307,-2.04518726687113,-2.07674229006019,-2.08587184340235,-2.07112676706621,-2.03219762780253,-1.96998034472112,-1.88650237899,-1.78472296256702,-1.66824570765313,-1.54099510076842,-1.40690736989075,-1.26967390603917,-1.13255779276251,-0.9982870333618,-0.869015639014653,-0.746337079257407,-0.63133294501995
-1.84303688781798,-1.92507460165515,-1.99360616361307,-2.04518726687113,-2.07674229006019,-2.08587184340235,-2.07112676706621,-2.03219762780253,-1.96998034472112,-1.88650237899,-1.78472296256702,-1.66824570765313,-1.54099510076842,-1.40690736989075,-1.26967390603917,-1.13255779276251,-0.9982870333618,-0.869015639014653,-0.746337079257407,-0.63133294501995,-0.524641364113569
-1.92507460165515,-1.99360616361307,-2.04518726687113,-2.07674229006019,-2.08587184340235,-2.07112676706621,-2.03219762780253,-1.96998034472112,-1.88650237899,-1.78472296256702,-1.66824570765313,-1.54099510076842,-1.40690736989075,-1.26967390603917,-1.13255779276251,-0.9982870333618,-0.869015639014653,-0.746337079257407,-0.63133294501995,-0.524641364113569,-0.426533030144964
-1.99360616361307,-2.04518726687113,-2.07674229006019,-2.08587184340235,-2.07112676706621,-2.03219762780253,-1.96998034472112,-1.88650237899,-1.78472296256702,-1.66824570765313,-1.54099510076842,-1.40690736989075,-1.26967390603917,-1.13255779276251,-0.9982870333618,-0.869015639014653,-0.746337079257407,-0.63133294501995,-0.524641364113569,-0.426533030144964,-0.336986371752162
-2.04518726687113,-2.07674229006019,-2.08587184340235,-2.07112676706621,-2.03219762780253,-1.96998034472112,-1.88650237899,-1.78472296256702,-1.66824570765313,-1.54099510076842,-1.40690736989075,-1.26967390603917,-1.13255779276251,-0.9982870333618,-0.869015639014653,-0.746337079257407,-0.63133294501995,-0.524641364113569,-0.426533030144964,-0.336986371752162,-0.255756644214822
-2.07674229006019,-2.08587184340235,-2.07112676706621,-2.03219762780253,-1.96998034472112,-1.88650237899,-1.78472296256702,-1.66824570765313,-1.54099510076842,-1.40690736989075,-1.26967390603917,-1.13255779276251,-0.9982870333618,-0.869015639014653,-0.746337079257407,-0.63133294501995,-0.524641364113569,-0.426533030144964,-0.336986371752162,-0.255756644214822,-0.182436253100068
-2.08587184340235,-2.07112676706621,-2.03219762780253,-1.96998034472112,-1.88650237899,-1.78472296256702,-1.66824570765313,-1.54099510076842,-1.40690736989075,-1.26967390603917,-1.13255779276251,-0.9982870333618,-0.869015639014653,-0.746337079257407,-0.63133294501995,-0.524641364113569,-0.426533030144964,-0.336986371752162,-0.255756644214822,-0.182436253100068,-0.11650538655145
-2.07112676706621,-2.03219762780253,-1.96998034472112,-1.88650237899,-1.78472296256702,-1.66824570765313,-1.54099510076842,-1.40690736989075,-1.26967390603917,-1.13255779276251,-0.9982870333618,-0.869015639014653,-0.746337079257407,-0.63133294501995,-0.524641364113569,-0.426533030144964,-0.336986371752162,-0.255756644214822,-0.182436253100068,-0.11650538655145,-0.05737314999751
-2.03219762780253,-1.96998034472112,-1.88650237899,-1.78472296256702,-1.66824570765313,-1.54099510076842,-1.40690736989075,-1.26967390603917,-1.13255779276251,-0.9982870333618,-0.869015639014653,-0.746337079257407,-0.63133294501995,-0.524641364113569,-0.426533030144964,-0.336986371752162,-0.255756644214822,-0.182436253100068,-0.11650538655145,-0.05737314999751,-0.004410023169963
-1.96998034472112,-1.88650237899,-1.78472296256702,-1.66824570765313,-1.54099510076842,-1.40690736989075,-1.26967390603917,-1.13255779276251,-0.9982870333618,-0.869015639014653,-0.746337079257407,-0.63133294501995,-0.524641364113569,-0.426533030144964,-0.336986371752162,-0.255756644214822,-0.182436253100068,-0.11650538655145,-0.05737314999751,-0.004410023169963,0.043027252679445
-1.88650237899,-1.78472296256702,-1.66824570765313,-1.54099510076842,-1.40690736989075,-1.26967390603917,-1.13255779276251,-0.9982870333618,-0.869015639014653,-0.746337079257407,-0.63133294501995,-0.524641364113569,-0.426533030144964,-0.336986371752162,-0.255756644214822,-0.182436253100068,-0.11650538655145,-0.05737314999751,-0.004410023169963,0.043027252679445,0.085577175362802
-1.78472296256702,-1.66824570765313,-1.54099510076842,-1.40690736989075,-1.26967390603917,-1.13255779276251,-0.9982870333618,-0.869015639014653,-0.746337079257407,-0.63133294501995,-0.524641364113569,-0.426533030144964,-0.336986371752162,-0.255756644214822,-0.182436253100068,-0.11650538655145,-0.05737314999751,-0.004410023169963,0.043027252679445,0.085577175362802,0.123860237227922
