epoch	loss	val_loss
0	0.6532047629356384	0.4458947777748108
1	0.37435575723648074	0.36552244424819946
2	0.3270168721675873	0.33650049567222595
3	0.30320430397987364	0.31455934047698975
4	0.2838868677616119	0.2957635521888733
5	0.26636457443237305	0.2784684896469116
6	0.24964791536331177	0.2618056535720825
7	0.23325405716896058	0.2451169639825821
8	0.2166002631187439	0.2272832989692688
9	0.19828788042068482	0.20524880290031433
10	0.1817571133375168	0.1910187304019928
11	0.1791693687438965	0.17828518152236938
12	0.15042053759098054	0.15591533482074738
13	0.177444988489151	0.17635229229927063
14	0.14525287002325057	0.13716687262058258
15	0.11521843522787094	0.16255009174346924
16	0.11321522742509842	0.12190740555524826
17	0.11511983722448349	0.08434943854808807
18	0.07567683607339859	0.2736414968967438
19	0.09803176000714302	0.06623142957687378
20	0.09314386695623397	0.08182211220264435
21	0.07386350557208061	0.18814359605312347
22	0.08314602524042129	0.04941078647971153
23	0.05166386589407921	0.07614250481128693
24	0.06971163526177407	0.06014599651098251
25	0.052382481098175046	0.06633350253105164
26	0.052169117331504825	0.05922573059797287
27	0.042939918115735054	0.03349637985229492
28	0.04128672257065773	0.05509670078754425
29	0.03727876655757427	0.024374375119805336
30	0.033538264036178586	0.048371896147727966
31	0.032963743433356285	0.02036225236952305
32	0.02893558070063591	0.04029710218310356
33	0.02906382456421852	0.017363807186484337
34	0.02543083094060421	0.03357304260134697
35	0.02594369761645794	0.015274131670594215
36	0.022904962301254272	0.028699791058897972
37	0.02356910165399313	0.013834165409207344
38	0.021025900542736054	0.024948300793766975
39	0.021696790307760238	0.012809626758098602
40	0.019586328603327274	0.02209116332232952
41	0.020244749262928963	0.012078957632184029
42	0.01848777327686548	0.019939059391617775
43	0.019129076786339284	0.011533932760357857
44	0.01763133443892002	0.018259625881910324
45	0.01825130209326744	0.011106349527835846
46	0.016963976435363293	0.016977941617369652
47	0.017564495280385017	0.010770105756819248
48	0.016446234472095967	0.015989331528544426
49	0.017017417959868907	0.010509065352380276
50	0.016042319126427174	0.015231624245643616
51	0.016572088934481144	0.010294095613062382
52	0.015705027058720587	0.014641635119915009
53	0.016185404174029826	0.0100788539275527
54	0.015371677465736866	0.014197468757629395
55	0.01584013570100069	0.009847271256148815
56	0.015001126192510128	0.013908668421208858
57	0.01555372979491949	0.009655608795583248
58	0.014621696434915066	0.01380794495344162
59	0.015364723466336726	0.009582607075572014
60	0.014275440201163291	0.013851048424839973
61	0.015249926596879959	0.009605152532458305
62	0.013940739259123803	0.01376374252140522
63	0.01509318258613348	0.009594189003109932
64	0.01358344331383705	0.013401523232460022
65	0.014844055101275445	0.00948713906109333
66	0.013229890912771224	0.012868549674749374
67	0.014560419879853726	0.009357159025967121
68	0.012936562299728394	0.01236774679273367
69	0.014308080822229386	0.009262357838451862
70	0.012732777185738087	0.011959592811763287
71	0.014098913967609405	0.0092124929651618
72	0.012612288258969784	0.011606245301663876
73	0.013905778713524341	0.009169214405119419
74	0.012532381154596806	0.011228143237531185
75	0.013691460341215133	0.00908302329480648
76	0.012431350164115429	0.010771620087325573
77	0.013440416008234025	0.008957719430327415
78	0.012275655567646027	0.010333938524127007
79	0.013221705704927445	0.008870500139892101
80	0.012075653951615094	0.010062255896627903
81	0.01311968993395567	0.00893590971827507
82	0.011868879292160272	0.010107606649398804
83	0.01320729088038206	0.009227070957422256
84	0.011653204448521137	0.010389817878603935
85	0.01342152114957571	0.00965483020991087
86	0.011430531553924084	0.010448912158608437
87	0.013365460932254792	0.009448531083762646
88	0.011070424690842628	0.009761400520801544
89	0.012787130661308765	0.008600437082350254
90	0.010692313592880965	0.008993138559162617
91	0.012262024451047182	0.008238352835178375
92	0.01066818842664361	0.008883249945938587
93	0.01217739311978221	0.008655752055346966
94	0.011227254383265972	0.009438623674213886
95	0.012299229204654694	0.008953515440225601
96	0.011801473516970872	0.008934656158089638
97	0.01173431808128953	0.008196140639483929
98	0.011631000228226185	0.007364476565271616
99	0.01090424070134759	0.007604860235005617
100	0.011383659020066262	0.006456171162426472
101	0.010486513376235962	0.007364405784755945
102	0.01105934577062726	0.006297384388744831
103	0.010508926492184401	0.007577263750135899
104	0.010932483710348606	0.007531973533332348
105	0.011675573699176312	0.009921039454638958
106	0.01164328008890152	0.010612480342388153
107	0.013755638152360916	0.012089641764760017
108	0.011094018630683423	0.008778123185038567
109	0.011778486426919699	0.007893546484410763
110	0.009605136513710023	0.006999830715358257
111	0.010597738437354565	0.006575456820428371
112	0.009246244560927153	0.006527688819915056
113	0.010294457897543907	0.006758715491741896
114	0.009525184240192174	0.0071055032312870026
115	0.010708316415548324	0.008466413244605064
116	0.010982682090252638	0.009195134975016117
117	0.011521183419972658	0.009529524482786655
118	0.011461337283253669	0.008102302439510822
119	0.01039983481168747	0.007222238462418318
120	0.009932234231382609	0.0061548613011837006
121	0.009401451796293259	0.006204131990671158
122	0.009643930662423372	0.006026184186339378
123	0.009314588364213705	0.006622946821153164
124	0.010526365414261819	0.006488991901278496
125	0.009432657435536385	0.006992675829678774
126	0.011180013231933118	0.005403593182563782
127	0.009090053662657738	0.0069505940191447735
128	0.011208138521760702	0.004382738843560219
129	0.008561784215271474	0.005978364963084459
130	0.009677406959235668	0.004019931890070438
131	0.0080956163816154	0.005187489558011293
132	0.008888487983494998	0.003912337124347687
133	0.007960787694901227	0.005044408608227968
134	0.008804724551737309	0.004110412672162056
135	0.008014622982591391	0.005110843572765589
136	0.009019279666244984	0.006213610526174307
137	0.01002389881759882	0.011464735493063927
138	0.016236984729766847	0.02541358955204487
139	0.01940830275416374	0.011161335743963718
140	0.011003567650914193	0.006230732426047325
141	0.007934133522212505	0.004239931236952543
142	0.007698408048599959	0.0036997965071350336
143	0.007198747899383307	0.0037224036641418934
144	0.007351071666926145	0.003499420126900077
145	0.007120168581604957	0.0038515920750796795
